ПРИБОР: СИБ-ЕР-20 ВЕР.ПО: 2.2B
ИМЯ: Sib113 ЗАВ.№: 
ДАТА И ВРЕМЯ СОЗДАНИЯ ФАЙЛА: 11/07/23,15:55:28
ЗОНД №:  ТИП: Цилиндрический ВРЕМЯ ЖИЗНИ: 254 мкм

ДАТА, ВРЕМЯ, ТЕМПЕРАТУРА *С, Uбат(В), Кацп, Эацп, К/Э, (К/Э)/1000000, Примечание
24/07/23, 07:36:30, 43.75, 7.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 07:41:15, 43.75, 7.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 07:46:01, 43.75, 8.02, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 07:50:47, 43.75, 7.91, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 07:55:33, 43.69, 8.00, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 08:00:19, 43.63, 7.92, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 08:05:04, 43.63, 7.92, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 08:09:50, 43.56, 7.92, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 08:14:35, 43.44, 8.01, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 08:19:21, 43.44, 8.00, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 08:24:07, 43.38, 7.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 08:28:54, 43.38, 7.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 08:33:40, 43.38, 7.97, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 08:38:26, 43.44, 7.93, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 08:43:11, 43.50, 7.91, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 08:47:57, 43.56, 7.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 08:52:43, 43.63, 7.87, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 08:57:29, 43.75, 7.85, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 09:02:14, 43.87, 7.96, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 09:07:00, 43.94, 7.90, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 09:11:46, 44.06, 7.97, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 09:16:32, 44.13, 7.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 09:21:18, 44.25, 7.95, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 09:26:04, 44.31, 7.93, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 09:30:50, 44.31, 7.96, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 09:35:35, 44.31, 7.86, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 09:40:22, 44.38, 7.84, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 09:45:08, 44.44, 7.96, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 09:49:53, 44.56, 7.84, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 09:54:40, 44.63, 7.96, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 09:59:25, 44.69, 7.93, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 10:04:11, 44.75, 7.95, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 10:08:57, 44.81, 7.86, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 10:13:43, 44.81, 7.90, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 10:18:29, 44.81, 7.96, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 10:23:14, 44.81, 7.97, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 10:28:00, 44.81, 7.95, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 10:32:46, 44.81, 7.89, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 10:37:32, 44.81, 7.96, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 10:42:17, 44.88, 7.90, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 10:47:03, 44.81, 7.92, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 10:51:49, 44.75, 7.93, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 10:56:35, 44.69, 7.93, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 11:01:21, 44.56, 7.95, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 11:06:07, 44.50, 7.95, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 11:10:53, 44.38, 7.95, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 11:15:39, 44.19, 7.89, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 11:20:25, 43.94, 7.87, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 11:25:11, 43.63, 7.95, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 11:29:56, 43.31, 7.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 11:34:43, 42.94, 7.93, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 11:39:28, 42.56, 7.93, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 11:44:14, 42.13, 7.92, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 11:48:59, 41.81, 7.92, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 11:53:45, 41.56, 7.90, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 11:58:31, 41.31, 7.93, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 12:03:16, 41.13, 7.91, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 12:08:02, 40.94, 7.86, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 12:12:48, 40.75, 7.83, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 12:17:33, 40.56, 7.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 12:22:19, 40.44, 7.78, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 12:27:04, 40.31, 7.83, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 12:31:50, 40.19, 7.80, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 12:36:35, 40.06, 7.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 12:41:21, 39.88, 7.80, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 12:46:07, 39.69, 7.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 12:50:52, 39.50, 7.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 12:55:38, 39.31, 7.80, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 13:00:23, 39.06, 7.75, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 13:05:09, 38.88, 7.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 13:09:55, 38.69, 7.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 13:14:40, 38.50, 7.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 13:19:26, 38.38, 7.70, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 13:24:11, 38.19, 7.76, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 13:28:57, 38.00, 7.70, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 13:33:43, 37.88, 7.57, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 13:38:29, 37.69, 7.70, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 13:43:14, 37.56, 7.74, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 13:48:00, 37.38, 7.68, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 13:52:46, 37.19, 7.70, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 13:57:31, 37.00, 7.68, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 14:02:17, 36.81, 7.64, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 14:07:02, 36.63, 7.63, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 14:11:48, 36.44, 7.63, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 14:16:34, 36.19, 7.61, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 14:21:20, 36.00, 7.57, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 14:26:06, 35.75, 7.41, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 14:30:53, 35.50, 7.57, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 14:35:38, 35.19, 7.58, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 14:40:24, 34.94, 7.53, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 14:45:10, 34.69, 7.57, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 14:49:56, 34.44, 7.53, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 14:54:42, 34.13, 7.56, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 14:59:28, 33.88, 7.51, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 15:04:14, 33.56, 7.45, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 15:08:59, 33.25, 7.50, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 15:13:45, 33.00, 7.46, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 15:18:32, 32.69, 7.45, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 15:23:17, 32.38, 7.41, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 15:28:03, 32.13, 7.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 15:32:48, 31.75, 7.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 15:37:34, 31.50, 7.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 15:42:19, 31.19, 7.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 15:47:05, 30.88, 7.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 15:51:50, 30.62, 7.35, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 15:56:36, 30.31, 7.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 16:01:22, 30.06, 7.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 16:06:08, 29.75, 7.36, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 16:10:55, 29.44, 7.30, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 16:15:41, 29.12, 7.25, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 16:20:26, 28.87, 7.29, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 16:25:12, 28.62, 7.25, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 16:29:57, 28.31, 7.21, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 16:34:43, 28.06, 7.12, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 16:39:30, 27.81, 7.18, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 16:44:16, 27.56, 7.14, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 16:49:01, 27.31, 7.13, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 16:53:47, 27.06, 7.17, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 16:58:33, 26.81, 7.02, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 17:03:18, 26.56, 7.07, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 17:08:04, 26.31, 7.12, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 17:12:49, 26.06, 7.02, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 17:17:35, 25.88, 7.01, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 17:22:20, 25.62, 6.97, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 17:27:06, 25.44, 6.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 17:31:52, 25.19, 6.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 17:36:37, 25.00, 6.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 17:41:23, 24.75, 6.95, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 17:46:08, 24.56, 6.95, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 17:50:55, 24.37, 6.87, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 17:55:40, 24.12, 6.91, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 18:00:26, 23.94, 6.84, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 18:05:11, 23.75, 6.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 18:09:58, 23.56, 6.92, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 18:14:44, 23.38, 6.84, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 18:19:29, 23.19, 6.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 18:24:15, 23.00, 6.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 18:29:01, 22.81, 6.78, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 18:33:46, 22.62, 6.70, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 18:38:33, 22.50, 6.73, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 18:43:18, 22.31, 6.75, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 18:48:04, 22.19, 6.71, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 18:52:50, 22.00, 6.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 18:57:35, 21.87, 6.68, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 19:02:22, 21.69, 6.60, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 19:07:07, 21.56, 6.70, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 19:11:53, 21.37, 6.63, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 19:16:38, 21.25, 6.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 19:21:24, 21.12, 6.58, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 19:26:10, 21.00, 6.58, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 19:30:56, 20.88, 6.59, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 19:35:42, 20.69, 6.56, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 19:40:28, 20.56, 6.53, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 19:45:13, 20.44, 6.40, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 19:50:00, 20.31, 6.43, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 19:54:45, 20.19, 6.49, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 19:59:31, 20.06, 6.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 20:04:16, 19.94, 6.46, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 20:09:03, 19.81, 6.52, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 20:13:49, 19.69, 6.32, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 20:18:34, 19.56, 6.27, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 20:23:20, 19.44, 6.20, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 20:28:05, 19.37, 6.20, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 20:32:52, 19.25, 6.08, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 20:37:37, 19.12, 6.20, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 20:42:23, 19.06, 6.14, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 20:47:09, 18.94, 6.07, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 20:51:54, 18.87, 6.13, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 20:56:40, 18.75, 6.12, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 21:01:25, 18.62, 6.16, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 21:06:11, 18.56, 6.12, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 21:10:57, 18.44, 6.13, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 21:15:42, 18.37, 5.99, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 21:20:28, 18.25, 6.02, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 21:25:14, 18.12, 5.98, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 21:29:59, 18.06, 5.97, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 21:34:45, 18.00, 5.77, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 21:39:30, 17.87, 5.71, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 21:44:16, 17.81, 5.54, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 21:49:02, 17.75, 5.44, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 21:53:48, 17.62, 5.66, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 21:58:33, 17.56, 5.69, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 22:03:19, 17.50, 5.65, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 22:08:05, 17.37, 5.79, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 22:12:50, 17.31, 5.69, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 22:17:36, 17.25, 5.62, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 22:22:22, 17.19, 5.64, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 22:27:07, 17.12, 5.51, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 22:31:53, 17.06, 5.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 22:36:38, 16.94, 5.51, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 22:41:24, 16.87, 5.54, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 22:46:10, 16.81, 5.53, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 22:50:55, 16.75, 5.54, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 22:55:41, 16.69, 5.44, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 23:00:26, 16.62, 5.60, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 23:05:12, 16.50, 5.47, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 23:09:58, 16.50, 5.48, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 23:14:43, 16.44, 5.37, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 23:19:29, 16.37, 5.29, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 23:24:15, 16.31, 5.35, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 23:29:00, 16.31, 5.36, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 23:33:46, 16.25, 5.36, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 23:38:32, 16.31, 5.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 23:43:17, 16.31, 5.26, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 23:48:03, 16.31, 5.25, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 23:52:48, 16.31, 5.30, 0, 0, 0, -1.000, LOW IN VOLTAGE!
24/07/23, 23:57:34, 16.25, 5.24, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 00:02:20, 16.25, 5.29, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 00:07:06, 16.31, 5.29, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 00:11:51, 16.31, 5.16, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 00:16:37, 16.37, 5.24, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 00:21:22, 16.44, 5.08, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 00:26:08, 16.50, 5.13, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 00:30:54, 16.56, 5.22, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 00:35:39, 16.62, 5.20, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 00:40:25, 16.69, 5.12, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 00:45:10, 16.87, 5.24, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 00:49:56, 17.06, 5.07, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 00:54:42, 17.37, 5.19, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 00:59:28, 17.69, 5.13, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 01:04:14, 17.94, 5.12, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 01:08:59, 18.19, 5.21, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 01:13:45, 18.31, 5.20, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 01:18:30, 18.44, 5.04, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 01:23:16, 18.81, 5.29, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 01:28:02, 19.25, 5.26, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 01:32:48, 19.56, 5.26, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 01:37:33, 19.87, 5.20, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 01:42:19, 20.12, 5.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 01:47:05, 20.44, 5.26, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 01:51:51, 20.75, 5.33, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 01:56:36, 21.06, 5.36, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 02:01:23, 21.44, 5.52, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 02:06:08, 21.81, 5.43, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 02:10:54, 22.19, 5.47, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 02:15:41, 22.56, 5.40, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 02:20:26, 22.87, 5.35, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 02:25:12, 23.12, 5.41, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 02:29:58, 23.56, 5.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 02:34:44, 24.12, 5.33, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 02:39:31, 24.75, 5.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 02:44:17, 25.50, 5.51, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 02:49:03, 26.25, 5.43, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 02:53:49, 26.94, 5.43, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 02:58:35, 27.62, 5.48, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 03:03:21, 28.31, 5.42, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 03:08:07, 29.00, 5.55, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 03:12:53, 29.63, 5.63, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 03:17:38, 30.25, 5.68, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 03:22:25, 30.94, 5.54, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 03:27:10, 31.56, 5.64, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 03:31:56, 32.13, 5.81, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 03:36:42, 32.75, 5.84, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 03:41:28, 33.38, 5.87, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 03:46:14, 34.00, 5.82, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 03:51:00, 34.56, 5.81, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 03:55:46, 35.13, 5.81, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 04:00:32, 35.69, 5.93, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 04:05:18, 36.19, 6.01, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 04:10:04, 36.69, 5.97, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 04:14:50, 37.19, 6.06, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 04:19:36, 37.69, 6.12, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 04:24:22, 38.13, 6.12, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 04:29:08, 38.56, 6.07, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 04:33:54, 39.00, 6.18, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 04:38:39, 39.38, 6.07, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 04:43:25, 39.69, 6.20, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 04:48:11, 39.94, 6.24, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 04:52:57, 40.19, 6.27, 0, 0, 0, -1.000, LOW IN VOLTAGE!
25/07/23, 04:57:43, 40.50, 6.31, 0, 0, 0, -1.000, LOW IN VOLTAGE!
