"Instrument Name","Timestamp UTC","Ambient Temp [C]","Battery [V]","0000_Serial","0000_Thick [мм]","0000_Qual","0000_Temp [C]","0002_Serial","0002_Thick [мм]","0002_Qual","0002_Temp [C]","0004_Serial","0004_Thick [мм]","0004_Qual","0004_Temp [C]"
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:38:20",null,null,,,,,,,,,"2019-02297","7.83376",3,"27.1"
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:38:22",null,null,,,,,,,,,"2019-02297","7.83376",3,"27.1"
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:38:24",null,null,,,,,,,,,"2019-02297","7.83371",3,"27.3"
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:38:26",null,null,,,,,,,,,"2019-02297","7.83371",3,"27.1"
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:38:28",null,null,,,,,,,,,"2019-02297","7.83359",3,"27.4"
"new instrument (Tryba 108 tryboprov 39)","2023-06-30 07:38:30",null,null,,,,,,,,,"2019-02297","7.83367",3,"27.2"
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:32:11",null,null,,,,,,,,,"2019-02297","7.83355",4,"39.5"
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:32:15",null,null,,,,,,,,,"2019-02297","7.82947",4,"39.5"
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:32:17",null,null,,,,,,,,,"2019-02297","7.8294",4,"39.6"
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:32:21",null,null,,,,,,,,,"2019-02297","7.82934",4,"39.7"
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:32:24",null,null,,,,,,,,,"2019-02297","7.82934",4,"39.6"
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:32:27",null,null,,,,,,,,,"2019-02297","7.82931",4,"39.6"
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:32:29",null,null,,,,,,,,,"2019-02297","7.82935",4,"39.5"
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:32:31",null,null,,,,,,,,,"2019-02297","7.82931",4,"39.6"
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:32:35",null,null,,,,,,,,,"2019-02297","7.82931",4,"39.6"
"new instrument (Tryba 108 tryboprov 39)","2023-07-14 12:32:39",null,null,,,,,,,,,"2019-02297","7.82931",4,"39.6"
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:34:11",null,null,,,,,,,,,"2019-02297","7.82934",4,"41.2"
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:34:18",null,null,,,,,,,,,"2019-02297","7.8299",4,"41.3"
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:34:24",null,null,,,,,,,,,"2019-02297","7.8299",4,"41.4"
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:34:30",null,null,,,,,,,,,"2019-02297","7.8299",4,"41.3"
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:34:37",null,null,,,,,,,,,"2019-02297","7.82995",4,"41.3"
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:34:44",null,null,,,,,,,,,"2019-02297","7.82995",4,"41.4"
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:34:51",null,null,,,,,,,,,"2019-02297","7.8299",4,"41.3"
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:34:58",null,null,,,,,,,,,"2019-02297","7.8299",4,"41.3"
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:35:02",null,null,,,,,,,,,"2019-02297","7.82991",4,"41.3"
"new instrument (Tryba 108 tryboprov 39)","2023-08-14 05:35:04",null,null,,,,,,,,,"2019-02297","7.82991",4,"41.4"
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:43:12",null,null,,,,,,,,,"2019-02297","7.82983",4,"48.2"
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:43:16",null,null,,,,,,,,,"2019-02297","7.82649",4,"48.3"
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:43:19",null,null,,,,,,,,,"2019-02297","7.82641",4,"48.4"
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:43:23",null,null,,,,,,,,,"2019-02297","7.82633",4,"48.4"
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:43:27",null,null,,,,,,,,,"2019-02297","7.82633",4,"48.3"
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:43:31",null,null,,,,,,,,,"2019-02297","7.82638",4,"48.3"
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:43:34",null,null,,,,,,,,,"2019-02297","7.82638",4,"48.4"
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:43:37",null,null,,,,,,,,,"2019-02297","7.82617",4,"48.2"
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:43:40",null,null,,,,,,,,,"2019-02297","7.82615",4,"48.3"
"new instrument (Tryba 108 tryboprov 39)","2023-08-18 11:43:42",null,null,,,,,,,,,"2019-02297","7.82617",4,"48.3"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:06:38",null,null,,,,,,,,,"2019-02297","7.82621",4,"38.9"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:06:43",null,null,,,,,,,,,"2019-02297","7.83036",4,"38.8"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:06:46",null,null,,,,,,,,,"2019-02297","7.83036",4,"39"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:06:48",null,null,,,,,,,,,"2019-02297","7.83027",4,"39"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:06:56",null,null,,,,,,,,,"2019-02297","7.83027",4,"38.8"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:07:04",null,null,,,,,,,,,"2019-02297","7.83036",4,"38.9"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:07:13",null,null,,,,,,,,,"2019-02297","7.83036",4,"39"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:07:17",null,null,,,,,,,,,"2019-02297","7.83036",4,"38.8"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:07:19",null,null,,,,,,,,,"2019-02297","7.83032",4,"39"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:07:21",null,null,,,,,,,,,"2019-02297","7.83032",4,"39"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:08:25",null,null,,,,,,,,,"2019-02297","7.83027",4,"39.1"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:08:28",null,null,,,,,,,,,"2019-02297","7.83007",4,"39.2"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:08:30",null,null,,,,,,,,,"2019-02297","7.83007",4,"39.1"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:08:33",null,null,,,,,,,,,"2019-02297","7.82999",4,"39.2"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:08:35",null,null,,,,,,,,,"2019-02297","7.83009",4,"39.1"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:08:38",null,null,,,,,,,,,"2019-02297","7.83",4,"39.2"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:08:39",null,null,,,,,,,,,"2019-02297","7.83",4,"39.2"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:08:42",null,null,,,,,,,,,"2019-02297","7.83",4,"39.1"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:08:44",null,null,,,,,,,,,"2019-02297","7.83012",4,"39"
"new instrument (Tryba 108 tryboprov 39)","2023-09-01 06:08:46",null,null,,,,,,,,,"2019-02297","7.83012",4,"39.1"
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:08:04",null,null,,,,,,,,,"2019-02297","7.83009",4,"41"
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:08:09",null,null,,,,,,,,,"2019-02297","7.82938",4,"40.9"
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:08:13",null,null,,,,,,,,,"2019-02297","7.82935",4,"41"
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:08:17",null,null,,,,,,,,,"2019-02297","7.82938",4,"40.9"
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:08:22",null,null,,,,,,,,,"2019-02297","7.82935",4,"41"
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:08:26",null,null,,,,,,,,,"2019-02297","7.82935",4,"41"
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:08:30",null,null,,,,,,,,,"2019-02297","7.82935",4,"40.9"
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:08:34",null,null,,,,,,,,,"2019-02297","7.82936",4,"41"
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:08:39",null,null,,,,,,,,,"2019-02297","7.82936",4,"41"
"new instrument (Tryba 108 tryboprov 39)","2023-09-08 12:08:43",null,null,,,,,,,,,"2019-02297","7.82936",4,"40.9"
